#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T20:27+0000 #
#####################################################################
#
# Seed = 1.0, DeviceCount = 100, Thresholds = [100.0, 100.0], BehaviorInstructions = 890500000, SwapPolicy = wearable
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] CloudCost[sum] PercentageSensorInWearable BehaviorOffloadedInCloud 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 0.0 0.0
0.021635061114577026 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 0.0 0.0
60.02163506111458 1.0 100.0 2262.8003202923014 144.86132837356143 0.0 0.0 0.0 0.0 102.92898353215705 10292.898353215698 16.058919188047337 1605.8919188047332 5914.60390660813 5914.60390660813 76.48980382512461 7648.980382512459 62.612062941454376 85.28711365655344 2.4743812143679893 2.4743812143679893 1.1725654002299482E-4 0.01172565400229948 1.3320350566936077E-5 4.129308675750185E-4 5.947427350793028 87.09677419354838 100.0
120.02163506111458 1.0 100.0 2260.6684175283085 144.6191427444368 0.0 0.0 0.0 0.0 206.72898353215703 20672.8983532157 32.25891918804735 3225.891918804733 11914.60390660813 11914.60390660813 158.69087448691107 15869.087448691109 62.612062941454376 170.9369176174727 2.4745618417755932 2.4745618417755932 1.1723536990673404E-4 0.011723536990673404 1.3320649146597222E-5 4.1294012354451385E-4 11.980494017459677 87.09677419354838 100.0
180.02163506111458 1.0 100.0 2258.5364579579405 144.37695603339037 0.0 0.0 0.0 0.0 310.52898353215704 31052.898353215704 48.45891918804737 4845.891918804734 17914.60390660813 17914.60390660813 240.49699653032474 24049.699653032472 62.612062941454376 257.84660861511725 2.4736295211850257 2.4736295211850257 1.1727232213869414E-4 0.011727232213869407 1.3321028268189955E-5 4.129518763138886E-4 18.01356068412636 87.09677419354838 100.0
240.02163506111458 1.0 100.0 2256.404484299333 144.1347759584677 0.0 0.0 0.0 0.0 414.32898353215705 41432.898353215714 64.65891918804725 6465.891918804735 23914.60390660813 23914.60390660813 321.31347029479304 32131.347029479308 62.612062941454376 341.32666284008303 2.4747116552744446 2.4747116552744446 1.1728414166931949E-4 0.011728414166931952 1.3319922395345873E-5 4.1291759425572205E-4 24.046627350793116 87.09677419354838 100.0
300.0216350611146 1.0 100.0 2254.272611460949 143.89259425236185 0.0 0.0 0.0 0.0 518.128983532157 51812.89835321573 80.85891918804732 8085.891918804734 29914.60390660813 29914.60390660813 403.273540615189 40327.3540615189 120.43901076355748 427.3267804006203 2.4738181383454734 2.4738181383454734 1.1726661018129416E-4 0.011726661018129416 1.331809902916211E-5 4.128610699040255E-4 30.07969401745987 87.09677419354838 100.0
360.0216350611146 1.0 100.0 2252.1330402449844 143.65533551266512 0.0 0.0 0.0 0.0 622.2689835321571 62226.89835321573 96.7189191880474 9671.891918804735 35914.60390660813 35914.60390660813 487.02013183678184 48702.013183678195 207.21190080144515 514.3148838641741 2.4756929811824606 2.4756929811824606 1.1802605713199886E-4 0.011802605713199889 1.2826410942877738E-5 3.9761873922920983E-4 36.112760684126485 83.87096774193549 100.0
420.0216350611146 1.0 100.0 2249.9872030649194 143.42211193562193 0.0 0.0 0.0 0.0 726.6689835321571 72666.8983532157 112.31891918804729 11231.891918804735 41914.60390660813 41914.60390660813 570.0902126046088 57009.02126046088 293.66283795226707 601.9425949048713 2.475465613285484 2.475465613285484 1.1801475385893057E-4 0.01180147538589306 1.283029715734534E-5 3.9773921187770547E-4 42.14582735079303 83.87096774193549 100.0
480.0216350611146 1.0 100.0 2247.8413140411676 143.18888723687834 0.0 0.0 0.0 0.0 831.068983532157 83106.89835321573 127.91891918804751 12791.891918804731 47914.60390660813 47914.60390660813 651.8016058904769 65180.160589047715 380.3950032570234 689.4873486516951 2.474898926325078 2.474898926325078 1.1801564190226101E-4 0.011801564190226103 1.2827377213850903E-5 3.97648693629378E-4 48.17889401745957 83.87096774193549 100.0
540.0216350611146 0.99 99.0 2245.701783546823 142.95566783422174 0.009999999999999995 1.0 0.0 0.0 935.468983532157 93546.89835321573 143.5189191880474 14351.891918804733 53914.603906608136 53914.603906608136 733.552395741962 73355.23957419621 467.1293705110238 776.2739548103768 2.475056502352492 2.475056502352492 1.180343378329868E-4 0.011803433783298681 1.2827234618392855E-5 3.976442731701785E-4 54.21196068412612 83.87096774193549 100.0
600.0216350611146 0.99 99.0 2243.581156258581 142.7224427974434 0.009999999999999995 1.0 0.0 0.0 1039.868983532157 103986.89835321571 159.11891918804722 15911.891918804733 59914.603906608136 59914.603906608136 815.8995978284587 81589.95978284582 553.5285834711797 860.4951807639403 2.474924800648082 2.474924800648082 1.1801009158637155E-4 0.011801009158637164 1.2825523644263493E-5 3.975912329721684E-4 60.24502735079266 83.87096774193549 100.0
660.0216350611146 0.98 98.0 2241.463496076148 142.48921792211544 0.019999999999999993 2.0 0.0 0.0 1144.268983532157 114426.8983532157 174.71891918804727 17471.891918804733 65914.60390660813 65914.60390660813 897.3467504714419 89734.67504714415 640.0750346018716 945.4343851721083 2.4746284047777514 2.4746284047777514 1.1798849591408151E-4 0.011798849591408153 1.2829585568510188E-5 3.977171526238157E-4 66.27809401745937 83.87096774193549 100.0
720.0216350611146 0.98 98.0 2239.3539224330175 142.25599507077524 0.019999999999999993 2.0 0.0 0.0 1248.668983532157 124866.8983532157 190.31891918804754 19031.891918804733 71914.60390660813 71914.60390660813 978.5748621142866 97857.48621142865 714.1210678956647 1029.8075008756564 2.474268352503178 2.474268352503178 1.1799130144674557E-4 0.011799130144674562 1.2824059478366984E-5 3.975458438293765E-4 72.31116068412634 83.87096774193549 100.0
780.0216350611146 0.98 98.0 2237.2443774583194 142.02276995547714 0.019999999999999993 2.0 0.0 0.0 1353.068983532157 135306.8983532157 205.9189191880474 20591.891918804733 77914.60390660813 77914.60390660813 1059.8227943591044 105982.27943591046 714.1210678956647 1114.564745546968 2.4747647590985333 2.4747647590985333 1.180133680044092E-4 0.011801336800440916 1.2826399960199234E-5 3.9761839876617625E-4 78.3442273507933 83.87096774193549 100.0
840.0216350611146 0.98 98.0 2235.1348436419976 141.78954613478197 0.019999999999999993 2.0 0.0 0.0 1457.4689835321572 145746.89835321569 221.51891918804742 22151.891918804737 83914.60390660813 83914.60390660813 1140.8658199041981 114086.58199041977 714.1210678956647 1199.505206771038 2.4743286026335394 2.4743286026335394 1.1804439723036869E-4 0.011804439723036868 1.2827077993935255E-5 3.976394178119929E-4 84.37729401746027 83.87096774193549 100.0
900.0216350611146 0.98 98.0 2233.0251845399316 141.55631946050687 0.019999999999999993 2.0 0.0 0.0 1561.868983532157 156186.89835321569 237.1189191880472 23711.891918804737 89914.60390660813 89914.60390660813 1221.6006664663287 122160.06664663287 714.1210678956647 1285.4894101173772 2.4758270867338465 2.4758270867338465 1.1804388625747254E-4 0.011804388625747253 1.2827637617904572E-5 3.9765676615504173E-4 90.41036068412724 83.87096774193549 100.0
960.0216350611146 0.98 98.0 2230.9156482682097 141.3230956198207 0.019999999999999993 2.0 0.0 0.0 1666.268983532157 166626.89835321563 252.71891918804718 25271.891918804733 95914.60390660813 95914.60390660813 1303.5552051537697 130355.52051537704 714.1210678956647 1371.6001044145626 2.4740170491465605 2.4740170491465605 1.1799890840406613E-4 0.01179989084040662 1.2827889263735934E-5 3.9766456717581385E-4 96.44342735079421 83.87096774193549 100.0
1020.0216350611146 0.98 98.0 2228.8059447687074 141.0898732558544 0.019999999999999993 2.0 0.0 0.0 1770.668983532157 177066.89835321563 268.3189191880475 26831.89191880473 101914.60390660813 101914.60390660813 1384.6666883573596 138466.6688357359 714.1210678956647 1458.5220057801118 2.4746560729537275 2.4746560729537275 1.1802633901528164E-4 0.011802633901528168 1.2826257045277225E-5 3.976139684035941E-4 102.47649401746118 83.87096774193549 100.0
1080.0216350611145 0.98 98.0 2226.696324997241 140.85665032093897 0.019999999999999993 2.0 0.0 0.0 1875.068983532157 187506.89835321569 283.9189191880476 28391.891918804733 107914.60390660813 107914.60390660813 1463.7318486066963 146373.18486066963 714.1210678956647 1544.248953001232 2.4756049558129143 2.4756049558129143 1.1804745792699297E-4 0.0118047457926993 1.2827499522425113E-5 3.976524851951785E-4 108.50956068412815 83.87096774193549 100.0
1140.0216350611145 0.98 98.0 2224.5867903173685 140.62342392952385 0.019999999999999993 2.0 0.0 0.0 1979.468983532157 197946.89835321563 299.51891918804716 29951.891918804733 113914.60390660813 113914.60390660813 1543.2302860478164 154323.0286047817 714.1210678956647 1628.3680283142514 2.4746762934161453 2.4746762934161453 1.180080180803881E-4 0.011800801808038813 1.2828525578407408E-5 3.976842929306297E-4 114.54262735079512 83.87096774193549 100.0
1200.0216350611145 0.98 98.0 2222.4771791452467 140.39019418434057 0.019999999999999993 2.0 0.0 0.0 2083.868983532157 208386.89835321569 315.1189191880472 31511.891918804733 119914.60390660813 119914.60390660813 1623.4717107709814 162347.17107709817 714.1210678956647 1713.1146941538648 2.4741945484326284 2.4741945484326284 1.180643397429063E-4 0.01180643397429063 1.2826803739415792E-5 3.9763091592188966E-4 120.57569401746208 83.87096774193549 100.0
1260.0216350611145 0.98 98.0 2220.3675513146677 140.15696715164304 0.019999999999999993 2.0 0.0 0.0 2188.268983532157 218826.89835321563 330.7189191880475 33071.89191880474 125914.60390660813 125914.60390660813 1704.5300179297465 170453.00179297468 714.1210678956647 1797.0960353861733 2.4749137122618206 2.4749137122618206 1.1801196760336613E-4 0.011801196760336611 1.2826421180904483E-5 3.9761905660803894E-4 126.60876068412905 83.87096774193549 100.0
1320.0216350611145 0.98 98.0 2218.257938580019 139.92373723435767 0.019999999999999993 2.0 0.0 0.0 2292.668983532157 229266.89835321563 346.31891918804735 34631.89191880474 131914.60390660813 131914.60390660813 1783.6752673178305 178367.526731783 714.1210678956647 1880.7151031251278 2.474071330213306 2.474071330213306 1.180329837817153E-4 0.011803298378171533 1.2828008559382654E-5 3.9766826534086224E-4 132.641827350796 83.87096774193549 100.0
1380.0216350611145 0.98 98.0 2216.1483664608636 139.69050944864736 0.019999999999999993 2.0 0.0 0.0 2397.068983532157 239706.89835321569 361.91891918804765 36191.89191880473 137914.60390660813 137914.60390660813 1864.2750431274583 186427.5043127459 714.1210678956647 1965.2657682858458 2.4738765147828814 2.4738765147828814 1.1798454469506943E-4 0.011798454469506947 1.2826907318292655E-5 3.976341268670723E-4 138.67489401746298 83.87096774193549 100.0
1440.0216350611145 0.99 99.0 2259.032939545574 139.45728501562408 0.009999999999999995 1.0 0.0 0.0 2501.468983532157 250146.89835321569 377.5189191880469 37751.89191880473 143914.60390660813 143914.60390660813 1943.9848420267235 194398.48420267238 724.1833417808142 2050.4271747757225 2.4739853938989405 2.4739853938989405 1.1802432987149074E-4 0.011802432987149067 1.2826571064874239E-5 3.976237030111015E-4 144.70796068412994 83.87096774193549 100.0
1500.0216350611145 0.99 99.0 2256.898296952108 139.22405898908778 0.009999999999999995 1.0 0.0 0.0 2605.868983532157 260586.89835321569 393.11891918804713 39311.89191880473 149914.60390660813 149914.60390660813 2022.6172740910526 202261.72740910534 803.0589620612277 2135.9141897493732 2.474611953033568 2.474611953033568 1.1806383081043401E-4 0.011806383081043405 1.2829812206366269E-5 3.977241783973543E-4 150.7410273507969 83.87096774193549 100.0
1560.0216350611145 1.0 100.0 2299.7607611176745 138.99083098035408 0.0 0.0 0.0 0.0 2710.268983532157 271026.89835321566 408.71891918804755 40871.89191880473 155914.60390660813 155914.60390660813 2101.016478432463 210101.64784324623 886.0266348737239 2220.2036876889993 2.473983372182264 2.473983372182264 1.1802383193059762E-4 0.011802383193059755 1.282892281135987E-5 3.9769660715215587E-4 156.77409401746388 83.87096774193549 100.0
1620.0216350611145 1.0 100.0 2297.61493389353 138.75760913145706 0.0 0.0 0.0 0.0 2814.668983532157 281466.8983532157 424.3189191880472 42431.89191880473 161914.60390660813 161914.60390660813 2181.1947266148854 218119.47266148863 969.9917681782626 2304.427355452526 2.475641150094408 2.475641150094408 1.1802543644683456E-4 0.011802543644683448 1.282768517374996E-5 3.9765824038624873E-4 162.80716068413085 83.87096774193549 100.0
1680.0216350611145 1.0 100.0 2295.4689950312486 138.52438363037257 0.0 0.0 0.0 0.0 2919.0689835321573 291906.8983532157 439.9189191880476 43991.89191880473 167914.60390660813 167914.60390660813 2260.0889802426495 226008.89802426496 1053.559519511716 2389.8613230859223 2.474246301039464 2.474246301039464 1.1805213775091167E-4 0.011805213775091168 1.2829450314447264E-5 3.9771295974786516E-4 168.84022735079782 83.87096774193549 100.0
1740.0216350611145 1.0 100.0 2293.32314827617 138.29116034706627 0.0 0.0 0.0 0.0 3023.468983532157 302346.8983532158 455.5189191880467 45551.89191880473 173914.60390660813 173914.60390660813 2339.399165750021 233939.9165750022 1136.551179617423 2475.5664642125407 2.475209505196094 2.475209505196094 1.1805109467959764E-4 0.011805109467959762 1.2828011578139274E-5 3.9766835892231743E-4 174.8732940174648 83.87096774193549 100.0
1800.0216350611145 1.0 100.0 2291.177348316609 138.05793761494394 0.0 0.0 0.0 0.0 3127.868983532157 312786.8983532158 471.11891918804713 47111.89191880473 179914.60390660813 179914.60390660813 2419.8900961789554 241989.00961789556 1220.2238803251962 2561.39641664961 2.475351585791602 2.475351585791602 1.1800352561204708E-4 0.01180035256120471 1.2828598247545773E-5 3.9768654567391904E-4 180.90636068413176 83.87096774193549 100.0
1860.0216350611145 1.0 100.0 2289.0315163231985 137.82471185417123 0.0 0.0 0.0 0.0 3232.268983532157 323226.8983532158 486.7189191880478 48671.89191880474 185914.60390660813 185914.60390660813 2500.273441380889 250027.34413808893 1303.2431962748767 2647.1183313918923 2.473717322026039 2.473717322026039 1.1801190116239132E-4 0.01180119011623914 1.2829166396415576E-5 3.9770415828888284E-4 186.93942735079872 83.87096774193549 100.0
1920.0216350611145 1.0 100.0 2286.885658375712 137.59149146850612 0.0 0.0 0.0 0.0 3336.668983532157 333666.8983532158 502.3189191880472 50231.89191880474 191914.60390660813 191914.60390660813 2581.6304856670417 258163.04856670418 1388.222245458834 2726.8478302067692 2.475003114253926 2.475003114253926 1.1804418156167749E-4 0.011804418156167748 1.282628379383827E-5 3.976147976089863E-4 192.9724940174657 83.87096774193549 100.0
