#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T15:14+0000 #
#####################################################################
#
# Seed = 0.0, DeviceCount = 300, MinThreshold = 0.0, BehaviorInstructions = 490500000
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] 
0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0011337332612453288 1.0 1.0 1474.5120732840007 NaN 0.0 0.0 NaN 0.0 0.0034011997837359864 0.0034011997837359864 0.0 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 8.875817725015302E-4 8.875817725015302E-4 NaN 0.0
60.00113373326124 0.9966666666666667 299.0 2198.7626957167145 149.0009342360991 0.003333333333333328 1.0 0.0 0.0 178.49191365430192 53547.57409629058 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 8.907819401125473E-6 8.907819401125473E-6 8.872347341286589E-4 0.2661704202385975 1.4120098588898536E-8 1.2849289715897665E-6
120.00113373326124 0.9966666666666667 299.0 2182.684528220185 149.00067873060217 0.003333333333333328 1.0 0.0 0.0 358.4919136543019 107547.57409629058 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 5.865957441638965E-5 5.865957441638965E-5 8.872692654004943E-4 0.2661807796201483 1.4687208106780048E-8 1.3365359377169847E-6
180.00113373326124 0.98 294.0 2166.7102788215393 149.0004304969779 0.016666666666666663 5.0 0.0 0.0 538.4919136543019 161547.57409629045 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 7.089749096792188E-6 7.089749096792188E-6 8.872644066335449E-4 0.26617932199006333 1.2387451516178927E-8 1.1272580879722817E-6
240.00113373326124 0.9766666666666667 293.0 2150.940236898836 149.00018242741075 0.02333333333333334 7.0 0.0 0.0 718.4919136543019 215547.5740962905 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.283772833087801E-5 2.283772833087801E-5 8.872647041587682E-4 0.26617941124763056 1.1765946492529714E-8 1.0707011308202034E-6
300.0011337332612 0.9733333333333334 292.0 2135.2223714571755 148.99992934187864 0.02666666666666669 8.0 0.0 0.0 898.4919136543019 269547.5740962907 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 7.97821959980636E-6 7.97821959980636E-6 8.872542690915637E-4 0.26617628072746913 1.2454665702911579E-8 1.133374578964954E-6
360.0011337332612 0.9666666666666667 290.0 2119.5874783790264 148.99968098326315 0.033333333333333326 10.0 0.0 0.0 1078.491913654302 323547.5740962906 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.2277723148645525E-5 2.2277723148645525E-5 8.872824331974494E-4 0.26618472995923487 1.3232857104256583E-8 1.204189996487349E-6
420.0011337332612 0.96 288.0 2104.043510444989 148.99943036792678 0.03999999999999998 12.0 0.0 0.0 1258.491913654302 377547.5740962905 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.2547766985746195E-5 2.2547766985746195E-5 8.872411134934803E-4 0.26617233404804436 1.5226005259159172E-8 1.3855664785834838E-6
480.0011337332612 0.9566666666666667 287.0 2088.6089032828245 148.99917918792664 0.04333333333333331 13.0 0.0 0.0 1438.491913654302 431547.5740962907 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.6542158849125444E-5 2.6542158849125444E-5 8.872578116702025E-4 0.266177343501061 1.3543968502646012E-8 1.232501133740787E-6
