#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T15:14+0000 #
#####################################################################
#
# Seed = 1.0, DeviceCount = 300, MinThreshold = 0.0, BehaviorInstructions = 290500000
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] 
0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0020252263658462333 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
60.002025226365845 0.9966666666666667 299.0 2332.077496242847 155.8886311758032 0.003333333333333333 1.0 0.0 0.0 178.5133092387709 53553.99277163125 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 7.931249091473391E-5 7.931249091473391E-5 5.817131856911556E-4 0.17451395570734682 1.4267318490856018E-8 1.2983259826678983E-6
120.00202522636584 0.9966666666666667 299.0 2321.5363864630685 155.88838315324537 0.003333333333333333 1.0 0.0 0.0 358.5133092387709 107553.99277163133 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.8107082057028385E-5 2.8107082057028385E-5 5.81694345909626E-4 0.1745083037728877 1.3537244897220218E-8 1.2318892856470398E-6
180.00202522636584 0.99 297.0 2311.015564630502 155.8881311544163 0.009999999999999993 3.0 0.0 0.0 538.513309238771 161553.99277163128 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.289338181552938E-5 2.289338181552938E-5 5.817158371857892E-4 0.17451475115573672 1.3580881984520107E-8 1.2358602605913297E-6
240.00202522636584 0.99 297.0 2300.544995121289 155.88788361119302 0.009999999999999993 3.0 0.0 0.0 718.513309238771 215553.99277163125 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.30912562188602E-4 1.30912562188602E-4 5.816848467699362E-4 0.17450545403098075 1.5280321439650398E-8 1.390509251008186E-6
300.00202522636584 0.99 297.0 2290.0744396482824 155.88763304288835 0.009999999999999993 3.0 0.0 0.0 898.513309238771 269553.99277163116 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 3.4077889469247834E-5 3.4077889469247834E-5 5.816710348296603E-4 0.17450131044889805 1.320887255590138E-8 1.2020074025870263E-6
360.00202522636584 0.9866666666666667 296.0 2279.6353040504805 155.88738338197706 0.013333333333333327 4.0 0.0 0.0 1078.513309238771 323553.9927716311 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.1721662239659934E-4 1.1721662239659934E-4 5.817321609717773E-4 0.1745196482915331 1.390625147887236E-8 1.265468884577385E-6
420.00202522636584 0.9866666666666667 296.0 2269.1999295388473 155.8871349100607 0.013333333333333327 4.0 0.0 0.0 1258.513309238771 377553.992771631 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 4.612385163306637E-5 4.612385163306637E-5 5.816915826008049E-4 0.17450747478024142 1.4899004186931578E-8 1.3558093810107739E-6
480.00202522636584 0.9866666666666667 296.0 2258.764541918409 155.8868847515511 0.013333333333333327 4.0 0.0 0.0 1438.513309238771 431553.9927716309 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.9728976341647278E-5 1.9728976341647278E-5 5.817007646168559E-4 0.17451022938505673 1.3960362433377934E-8 1.2703929814373921E-6
