#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T15:14+0000 #
#####################################################################
#
# Seed = 1.0, DeviceCount = 100, MinThreshold = 101.0, BehaviorInstructions = 290500000
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] 
0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.005898358173465956 1.0 1.0 3924.0121424173526 NaN 0.0 0.0 NaN 0.0 0.011796716346931913 0.011796716346931913 0.0 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 5.817475687427526E-4 5.817475687427526E-4 NaN 0.0
60.00589835817347 1.0 100.0 2129.8708237807646 153.82508053858263 0.0 0.0 0.0 0.0 118.99378043526421 11899.378043526414 0.0 0.0 5909.42519990523 5909.42519990523 NaN 0.0 NaN NaN 0.8070559363099584 0.8070559363099584 1.378454015500198E-4 0.013784540155001978 1.139229384687569E-8 3.531611092531464E-7
120.00589835817347 1.0 100.0 2127.3639115042442 153.8248316382544 0.0 0.0 0.0 0.0 238.99378043526423 23899.378043526427 0.0 0.0 11909.42519990523 11909.42519990523 NaN 0.0 NaN NaN 0.807011935755744 0.807011935755744 1.378910433093174E-4 0.013789104330931745 1.4411062187671802E-8 4.467429278178259E-7
180.00589835817345 1.0 100.0 2124.8569748277737 153.82458349062665 0.0 0.0 0.0 0.0 358.9937804352642 35899.37804352643 0.0 0.0 17909.42519990523 17909.42519990523 NaN 0.0 NaN NaN 0.8070113638600549 0.8070113638600549 1.378434877596572E-4 0.013784348775965719 1.3640269995998628E-8 4.2284836987595745E-7
240.00589835817345 1.0 100.0 2122.350004001353 153.82433450902016 0.0 0.0 0.0 0.0 478.9937804352642 47899.37804352641 0.0 0.0 23909.42519990523 23909.42519990523 NaN 0.0 NaN NaN 0.8070421098140508 0.8070421098140508 1.3788995168918084E-4 0.013788995168918084 1.4093642186991637E-8 4.369029077967408E-7
300.00589835817345 1.0 100.0 2119.843055093823 153.82408225756592 0.0 0.0 0.0 0.0 598.9937804352642 59899.37804352641 0.0 0.0 29909.42519990523 29909.42519990523 NaN 0.0 NaN NaN 0.8070827453565548 0.8070827453565548 1.378537483525862E-4 0.013785374835258622 1.6677154687884563E-8 5.169917953244214E-7
360.00589835817345 0.99 99.0 2117.355943545 153.82383341354458 0.009999999999999993 1.0 0.0 0.0 718.9937804352642 71899.37804352642 0.0 0.0 35909.42519990523 35909.42519990523 NaN 0.0 NaN NaN 0.8070223047400265 0.8070223047400265 1.3789288063419485E-4 0.013789288063419485 1.574515706446858E-8 4.88099868998526E-7
420.00589835817345 0.99 99.0 2114.874070765186 153.82358406013435 0.009999999999999993 1.0 0.0 0.0 838.9937804352642 83899.3780435264 0.0 0.0 41909.42519990523 41909.42519990523 NaN 0.0 NaN NaN 0.8070343959083277 0.8070343959083277 1.3786953493644078E-4 0.013786953493644076 8.666478708693266E-9 2.6866083996949125E-7
480.00589835817345 0.99 99.0 2112.392247694144 153.8233373930635 0.009999999999999993 1.0 0.0 0.0 958.9937804352642 95899.3780435264 0.0 0.0 47909.42519990523 47909.42519990523 NaN 0.0 NaN NaN 0.807031435319479 0.807031435319479 1.378776004006697E-4 0.013787760040066968 1.738315725144689E-8 5.388778747948534E-7
