#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T15:14+0000 #
#####################################################################
#
# Seed = 0.0, DeviceCount = 100, MinThreshold = 0.0, BehaviorInstructions = 290500000
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] 
0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0011337332612453288 1.0 1.0 1562.0289673018165 NaN 0.0 0.0 NaN 0.0 0.0034011997837359864 0.0034011997837359864 0.0 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 5.816379372226769E-4 5.816379372226769E-4 NaN 0.0
60.00113373326124 1.0 100.0 2038.5981047486082 166.5186544035296 0.0 0.0 0.0 0.0 178.50284001821976 17850.28400182198 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.3493185374774007E-4 1.3493185374774007E-4 5.817107991192228E-4 0.05817107991192225 1.586934833154384E-8 4.919497982778589E-7
120.00113373326124 1.0 100.0 2028.0217288420597 166.5184087220306 0.0 0.0 0.0 0.0 358.50284001821973 35850.284001821994 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.9008866382585725E-5 1.9008866382585725E-5 5.817385380749682E-4 0.05817385380749684 1.282743694164792E-8 3.9765054519108564E-7
180.00113373326124 1.0 100.0 2017.4453252500973 166.51816172931944 0.0 0.0 0.0 0.0 538.5028400182198 53850.28400182197 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.8893432780603774E-5 1.8893432780603774E-5 5.816915789820337E-4 0.05816915789820338 1.1937653107869189E-8 3.700672463439448E-7
240.00113373326124 1.0 100.0 2006.868897067803 166.51791786504347 0.0 0.0 0.0 0.0 718.5028400182198 71850.28400182196 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 8.687432748189598E-5 8.687432748189598E-5 5.816933588982877E-4 0.05816933588982874 1.3757701757067778E-8 4.264887544691011E-7
300.0011337332612 1.0 100.0 1996.2925439464805 166.5176650789459 0.0 0.0 0.0 0.0 898.5028400182198 89850.28400182194 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 5.641832789603707E-5 5.641832789603707E-5 5.817099767908855E-4 0.05817099767908855 1.4630102910080718E-8 4.535331902125023E-7
360.0011337332612 1.0 100.0 1985.7161419301447 166.5174093911453 0.0 0.0 0.0 0.0 1078.5028400182198 107850.28400182197 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.3095141384288837E-4 1.3095141384288837E-4 5.817277035519876E-4 0.05817277035519876 1.3921105521684948E-8 4.315542711722333E-7
420.0011337332612 1.0 100.0 1975.1396658183214 166.5171597224819 0.0 0.0 0.0 0.0 1258.5028400182198 125850.28400182197 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 3.92196117899871E-6 3.92196117899871E-6 5.816881840431178E-4 0.05816881840431178 1.3312130805116033E-8 4.126760549585971E-7
480.0011337332612 1.0 100.0 1964.5632319112958 166.51690428032106 0.0 0.0 0.0 0.0 1438.5028400182198 143850.28400182197 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 3.4896210987228923E-6 3.4896210987228923E-6 5.81713717248231E-4 0.058171371724823076 1.4502777361160664E-8 4.4958609819598063E-7
540.0011337332612 0.98 98.0 1954.0892589690973 166.51665305610737 0.01999999999999999 2.0 0.0 0.0 1618.5028400182198 161850.28400182206 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.2250365249228502E-4 1.2250365249228502E-4 5.817009437266987E-4 0.058170094372669845 1.5432650180950055E-8 4.784121556094516E-7
600.0011337332612 0.98 98.0 1943.7244418572466 166.51639762646164 0.01999999999999999 2.0 0.0 0.0 1798.5028400182198 179850.28400182203 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 4.59670293969574E-5 4.59670293969574E-5 5.817153043265477E-4 0.058171530432654786 1.4776754017684445E-8 4.5807937454821776E-7
660.0011337332612 0.98 98.0 1933.359576633743 166.51614425033551 0.01999999999999999 2.0 0.0 0.0 1978.5028400182198 197850.284001822 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.3663929909509855E-4 1.3663929909509855E-4 5.816869624019144E-4 0.058168696240191456 1.3529873746483877E-8 4.1942608614100016E-7
720.0011337332612 0.98 98.0 1922.9948075400528 166.51589160584115 0.01999999999999999 2.0 0.0 0.0 2158.5028400182196 215850.28400182203 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 9.89504818269075E-6 9.89504818269075E-6 5.817072211821674E-4 0.05817072211821676 1.4458371625970357E-8 4.4820952040508103E-7
780.0011337332612 0.97 97.0 1912.6666147648941 166.51563904329495 0.029999999999999985 3.0 0.0 0.0 2338.5028400182196 233850.284001822 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 5.177540802368405E-5 5.177540802368405E-5 5.816881299470039E-4 0.058168812994700385 1.3780499731682798E-8 4.271954916821668E-7
840.0011337332612 0.97 97.0 1902.4075394773304 166.51538887189574 0.029999999999999985 3.0 0.0 0.0 2518.5028400182196 251850.284001822 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.2287434658962066E-6 2.2287434658962066E-6 5.816672423257446E-4 0.05816672423257444 1.2745316773705168E-8 3.951048199848603E-7
900.0011337332612 0.97 97.0 1892.1485373832104 166.51514008321217 0.029999999999999985 3.0 0.0 0.0 2698.5028400182196 269850.284001822 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 8.596586591197497E-5 8.596586591197497E-5 5.816821250517823E-4 0.058168212505178236 1.2107086452888016E-8 3.753196800395285E-7
960.0011337332612 0.97 97.0 1881.8894496831197 166.51488932299 0.029999999999999985 3.0 0.0 0.0 2878.5028400182196 287850.284001822 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.0924937209927396E-4 1.0924937209927396E-4 5.816983881023979E-4 0.05816983881023978 1.4636125275021625E-8 4.5371988352567046E-7
1020.0011337332612 0.97 97.0 1871.63031542394 166.5146308809656 0.029999999999999985 3.0 0.0 0.0 3058.5028400182196 305850.28400182194 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 2.9972225647599086E-5 2.9972225647599086E-5 5.817351113211461E-4 0.05817351113211461 1.5283469267580728E-8 4.737875472950025E-7
1080.0011337332612 0.97 97.0 1861.371213902518 166.5143816949281 0.029999999999999985 3.0 0.0 0.0 3238.5028400182196 323850.28400182194 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 4.038735297034228E-5 4.038735297034228E-5 5.817158989432126E-4 0.05817158989432126 1.3835820986315069E-8 4.2891045057576714E-7
1140.0011337332612 0.96 96.0 1851.132598373344 166.51412726417792 0.03999999999999999 4.0 0.0 0.0 3418.5028400182196 341850.2840018219 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 1.145046365464294E-4 1.145046365464294E-4 5.817584083720465E-4 0.05817584083720463 1.4440010934346555E-8 4.4764033896474317E-7
1200.0011337332612 0.96 96.0 1840.9793279632638 166.513876772433 0.03999999999999999 4.0 0.0 0.0 3598.5028400182196 359850.28400182194 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 5.9742311381744037E-5 5.9742311381744037E-5 5.816744534905879E-4 0.05816744534905881 1.2420500382168144E-8 3.8503551184721245E-7
1260.0011337332612 0.96 96.0 1830.826060726172 166.51362924873905 0.03999999999999999 4.0 0.0 0.0 3778.5028400182196 377850.28400182194 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 8.139758071160609E-5 8.139758071160609E-5 5.81701535593968E-4 0.05817015355939681 1.4219682687874742E-8 4.40810163324117E-7
1320.0011337332612 0.96 96.0 1820.672692715631 166.51337823402608 0.03999999999999999 4.0 0.0 0.0 3958.5028400182196 395850.2840018219 0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN 9.679198571988496E-5 9.679198571988496E-5 5.817336226124144E-4 0.05817336226124144 1.5454516588247183E-8 4.790900142356627E-7
