#####################################################################
# Alchemist log file - simulation started at: 2024-05-15T15:14+0000 #
#####################################################################
#
# Seed = 0.0, DeviceCount = 100, MinThreshold = 101.0, BehaviorInstructions = 290500000
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] 
0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0
0.0011337332612453288 1.0 1.0 1562.0289673018165 NaN 0.0 0.0 NaN 0.0 0.0022674665224906576 0.0022674665224906576 0.0 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 5.816379372226769E-4 5.816379372226769E-4 NaN 0.0
60.00113373326124 1.0 100.0 2046.5344033597194 166.5186544035296 0.0 0.0 0.0 0.0 119.00189334547983 11900.189334547982 0.0 0.0 5988.1465030978015 5988.1465030978015 NaN 0.0 NaN NaN 0.8070793762981937 0.8070793762981937 1.378913546747784E-4 0.013789135467477844 1.586934833154384E-8 4.919497982778589E-7
120.00113373326124 1.0 100.0 2044.0274718976157 166.5184087220306 0.0 0.0 0.0 0.0 239.00189334547983 23900.189334547984 0.0 0.0 11988.146503097802 11988.146503097802 NaN 0.0 NaN NaN 0.8069634533108286 0.8069634533108286 1.3791909363052384E-4 0.013791909363052381 1.282743694164792E-8 3.9765054519108564E-7
180.00113373326124 1.0 100.0 2041.5205127500976 166.51816172931944 0.0 0.0 0.0 0.0 359.00189334547986 35900.18933454798 0.0 0.0 17988.146503097803 17988.146503097803 NaN 0.0 NaN NaN 0.8069633378772266 0.8069633378772266 1.3787213453758933E-4 0.013787213453758936 1.1937653107869189E-8 3.700672463439448E-7
240.00113373326124 1.0 100.0 2039.0135290122478 166.51791786504347 0.0 0.0 0.0 0.0 479.00189334547986 47900.18933454798 0.0 0.0 23988.146503097803 23988.146503097803 NaN 0.0 NaN NaN 0.8070313187719279 0.8070313187719279 1.3787391445384335E-4 0.013787391445384331 1.3757701757067778E-8 4.264887544691011E-7
300.0011337332612 1.0 100.0 2036.50662033537 166.5176650789459 0.0 0.0 0.0 0.0 599.0018933454799 59900.18933454798 0.0 0.0 29988.146503097803 29988.146503097803 NaN 0.0 NaN NaN 0.8070008627723421 0.8070008627723421 1.378905323464412E-4 0.013789053234644124 1.4630102910080718E-8 4.535331902125023E-7
360.0011337332612 1.0 100.0 2033.9996627634785 166.5174093911453 0.0 0.0 0.0 0.0 719.0018933454799 71900.18933454799 0.0 0.0 35988.1465030978 35988.1465030978 NaN 0.0 NaN NaN 0.8070753958582889 0.8070753958582889 1.379082591075433E-4 0.013790825910754326 1.3921105521684948E-8 4.315542711722333E-7
420.0011337332612 1.0 100.0 2031.4926310960998 166.5171597224819 0.0 0.0 0.0 0.0 839.0018933454799 83900.18933454799 0.0 0.0 41988.1465030978 41988.1465030978 NaN 0.0 NaN NaN 0.806948366405625 0.806948366405625 1.3786873959867346E-4 0.013786873959867345 1.3312130805116033E-8 4.126760549585971E-7
480.0011337332612 1.0 100.0 2028.9856416335183 166.51690428032106 0.0 0.0 0.0 0.0 959.0018933454799 95900.189334548 0.0 0.0 47988.1465030978 47988.1465030978 NaN 0.0 NaN NaN 0.8069479340655447 0.8069479340655447 1.3789427280378662E-4 0.013789427280378661 1.4502777361160664E-8 4.4958609819598063E-7
