#####################################################################
# Alchemist log file - simulation started at: 2024-05-14T15:40+0000 #
#####################################################################
#
# Seed = 0.0, DeviceCount = 100, MinThreshold = 20.0, MaxThreshold = 60.0, BehaviorInstructions = 290500000, SwapPolicy = hybrid
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0
0.0011337332612453288 1.0 100.0 1562.0289673018162 NaN 0.0 0.0 NaN 0.0 0.0034011997837359864 0.0034011997837359864 0.0 0.0 NaN 0.0
60.00113373326124 1.0 100.0 2089.861741972674 153.70384402545426 0.0 0.0 0.0 0.0 163.25492966830285 16325.492966830281 1.5732856135793396 157.328561357934 1377.630032639911 1377.630032639911
120.00113373326124 1.0 100.0 2081.1691437042414 153.685669588671 0.0 0.0 0.0 0.0 328.25492966830285 32825.49296683029 2.7732856135793407 277.328561357934 2757.630032639911 2757.630032639911
180.00113373326124 1.0 100.0 2072.4764536764774 153.66749672887184 0.0 0.0 0.0 0.0 493.25492966830285 49325.49296683029 3.9732856135793395 397.32856135793406 4137.630032639911 4137.630032639911
240.00113373326124 1.0 100.0 2063.7838325842413 153.64932452461065 0.0 0.0 0.0 0.0 658.2549296683028 65825.4929668303 5.173285613579336 517.3285613579341 5517.630032639911 5517.630032639911
300.0011337332612 1.0 100.0 2055.101907158048 153.63115458727776 0.0 0.0 0.0 0.0 823.1649296683029 82316.49296683024 6.373285613579337 637.328561357934 6906.630032639911 6906.630032639911
360.0011337332612 1.0 100.0 2046.5175912832667 153.6202990591616 0.0 0.0 0.0 0.0 987.7649296683029 98776.49296683026 7.073285613579337 707.328561357934 8376.63003263991 8376.63003263991
420.0011337332612 1.0 100.0 2037.9724429067107 153.61108553973634 0.0 0.0 0.0 0.0 1152.1649296683029 115216.49296683024 7.673285613579332 767.328561357934 9876.63003263991 9876.63003263991
480.0011337332612 1.0 100.0 2029.4272661264515 153.60187052217574 0.0 0.0 0.0 0.0 1316.5649296683027 131656.49296683026 8.273285613579345 827.328561357934 11376.63003263991 11376.63003263991
540.0011337332612 1.0 100.0 2020.8821062544112 153.59266459087598 0.0 0.0 0.0 0.0 1480.9649296683028 148096.4929668303 8.87328561357933 887.3285613579341 12876.630032639909 12876.630032639909
600.0011337332612 1.0 100.0 2012.3369365968917 153.58345642044466 0.0 0.0 0.0 0.0 1645.364929668303 164536.49296683032 9.473285613579337 947.3285613579341 14376.630032639909 14376.630032639909
660.0011337332612 1.0 100.0 2003.7918102254146 153.57424778212606 0.0 0.0 0.0 0.0 1809.7649296683028 180976.49296683038 10.07328561357935 1007.3285613579341 15876.630032639909 15876.630032639909
720.0011337332612 1.0 100.0 1995.2466366872702 153.56503844110247 0.0 0.0 0.0 0.0 1974.1649296683029 197416.49296683035 10.673285613579342 1067.328561357934 17376.630032639907 17376.630032639907
780.0011337332612 1.0 100.0 1986.7271339995132 153.5558226314973 0.0 0.0 0.0 0.0 2138.364929668303 213836.49296683032 11.273285613579347 1127.328561357934 18896.630032639907 18896.630032639907
840.0011337332612 1.0 100.0 1978.2627234076722 153.54660670861932 0.0 0.0 0.0 0.0 2302.1649296683026 230216.49296683032 11.873285613579334 1187.328561357934 20456.630032639907 20456.630032639907
900.0011337332612 1.0 100.0 1969.830484149903 153.5373956109529 0.0 0.0 0.0 0.0 2465.714929668303 246571.49296683032 12.473285613579332 1247.328561357934 22040.630032639907 22040.630032639907
960.0011337332612 1.0 100.0 1961.446694308661 153.5281864175721 0.0 0.0 0.0 0.0 2628.9149296683026 262891.4929668303 13.073285613579355 1307.328561357934 23660.630032639907 23660.630032639907
1020.0011337332612 1.0 100.0 1953.0629880226963 153.5189754948796 0.0 0.0 0.0 0.0 2792.114929668303 279211.4929668303 13.673285613579344 1367.328561357934 25280.630032639907 25280.630032639907
1080.0011337332612 1.0 100.0 1944.6792190346605 153.50976295555975 0.0 0.0 0.0 0.0 2955.3149296683027 295531.4929668303 14.273285613579345 1427.328561357934 26900.630032639907 26900.630032639907
1140.0011337332612 1.0 100.0 1936.2967974687676 153.50055304823647 0.0 0.0 0.0 0.0 3118.494929668303 311849.4929668303 14.873285613579332 1487.328561357934 28522.630032639907 28522.630032639907
1200.0011337332612 1.0 100.0 1927.9937009973005 153.49134180072522 0.0 0.0 0.0 0.0 3281.094929668303 328109.4929668304 15.473285613579336 1547.328561357934 30202.630032639907 30202.630032639907
1260.0011337332612 1.0 100.0 1919.7521495373946 153.48675689125554 0.0 0.0 0.0 0.0 3443.494929668303 344349.49296683026 15.75328561357934 1575.328561357934 31934.630032639907 31934.630032639907
1320.0011337332612 1.0 100.0 1911.7201071108489 153.35478859563742 0.0 0.0 0.0 0.0 3597.0649296683027 359706.49296683026 24.783285613579313 2478.3285613579337 33674.63003263991 33674.63003263991
1380.0011337332612 1.0 100.0 1903.7755364814323 153.1663725527017 0.0 0.0 0.0 0.0 3747.0649296683027 374706.4929668302 37.38328561357937 3738.3285613579337 35414.63003263991 35414.63003263991
