#####################################################################
# Alchemist log file - simulation started at: 2024-05-18T21:29+0000 #
#####################################################################
#
# Seed = 15.0, Thresholds = [100.0, 100.0], SwapPolicy = wearable
#
# The columns have the following meaning: 
# time IsMoving[mean] IsMoving[sum] SmartphoneCurrentCapacity[mean] WearableCurrentCapacity[mean] SmartphoneCharging[mean] SmartphoneCharging[sum] WearableCharging[mean] WearableCharging[sum] SmartphoneComponentsTime[mean] SmartphoneComponentsTime[sum] WearableComponentsTime[mean] WearableComponentsTime[sum] CloudComponentsTime[mean] CloudComponentsTime[sum] TraveledDistance[mean] TraveledDistance[sum] TraveledDistance[min] TraveledDistance[max] CloudPower[mean] CloudPower[sum] SmartphonePower[mean] SmartphonePower[sum] WearablePower[mean] WearablePower[sum] CloudCost[sum] CloudInstance[sum] PercentageSensorInWearable BehaviorOffloadedInCloud 
0.0 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
0.0011265022159621108 1.0 100.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN 0.0 NaN NaN NaN 0.0 NaN 0.0 NaN 0.0 0.0 1.0 0.0 0.0
60.00112650221596 0.83 83.0 3539.3993021785836 241.81278942964695 0.09999999999999998 10.0 0.06999999999999998 7.0 65.46735621828702 6546.735621828702 59.51494390282493 5951.494390282493 5316.263072685503 5316.263072685503 68.32402450031596 6832.402450031595 0.0 87.54939158352772 4309.108436851826 4309.108436851826 0.8497276189074581 76.47548570167123 0.27137480138858533 25.237856529138433 1.1747555555555562 20.0 100.0 90.0
120.00112650221595 0.8400000000000001 84.0 3538.549901577955 240.75970461701803 0.09000000000000001 9.0 0.06999999999999998 7.0 130.87735621828702 13087.735621828708 119.51494390282492 11951.494390282498 10774.263072685502 10774.263072685502 137.80104171312615 13780.104171312612 0.0 174.6110142607508 4354.13833620128 4354.13833620128 0.8156118820505649 74.22068126660142 0.26948428253530676 25.062038275783518 2.3694222222222248 20.0 100.0 91.0
180.00112650221595 0.8400000000000001 84.0 3537.7187427080503 239.70584996249573 0.09000000000000001 9.0 0.06999999999999998 7.0 196.27735621828703 19627.73562182871 179.51494390282494 17951.4943902825 16234.263072685502 16234.263072685502 204.42509378785235 20442.509378785235 0.0 261.4697553861038 4354.958859871169 4354.958859871169 0.8384713013570984 76.30088842349598 0.2669515097213134 24.826490404082143 3.564088888888884 20.0 100.0 91.0
240.00112650221595 0.86 86.0 3536.531503449288 238.63812896616963 0.07999999999999999 8.0 0.05999999999999996 6.0 261.167356218287 26116.735621828706 239.51494390282494 23951.494390282496 21744.263072685502 21744.263072685502 267.80612506707143 26780.612506707133 0.0 348.7319383814267 4398.024389571067 4398.024389571067 0.8579021966787551 78.92700209444547 0.2699141148627187 25.37192679709556 4.7886222222222194 20.0 100.0 92.0
300.0011265022159 0.87 87.0 3535.207967165181 237.54012017308264 0.06999999999999999 7.0 0.05999999999999996 6.0 325.837356218287 32583.735621828706 299.51494390282494 29951.494390282496 27276.263072685502 27276.263072685502 328.97076700117753 32897.07670011775 0.0 435.4407511180814 4451.201094495345 4451.201094495345 0.8539670961983069 79.41893994644252 0.26870202069708843 25.25798994552631 6.018133333333334 21.0 100.0 93.0
360.0011265022159 0.87 87.0 3533.56057334569 236.43692329367883 0.06999999999999999 7.0 0.05999999999999996 6.0 390.037356218287 39003.735621828695 359.51494390282494 35951.49439028249 32856.2630726855 32856.2630726855 387.85455973759616 38785.45597375963 0.0 522.3324211307374 4443.288093842975 4443.288093842975 0.8139268136238622 75.69519366701918 0.26975799562425157 25.357251588679652 7.272533333333345 21.0 100.0 93.0
420.0011265022159 0.88 88.0 3531.9098032132133 235.33162304971637 0.06999999999999999 7.0 0.04999999999999998 5.0 454.237356218287 45423.7356218287 419.51494390282494 41951.494390282474 38436.2630726855 38436.2630726855 444.81836111444017 44481.83611144402 0.0 609.2162207111783 4452.274745417517 4452.274745417517 0.7936366812423671 73.80821135554015 0.2660715958270157 25.276801603566504 8.526933333333355 21.0 100.0 93.0
480.0011265022159 0.88 88.0 3530.2343599028422 234.18782433427984 0.06999999999999999 7.0 0.04999999999999998 5.0 518.437356218287 51843.7356218287 479.51494390282494 47951.4943902825 44016.2630726855 44016.2630726855 500.7761326312308 50077.61326312308 0.0 696.3547925116163 4447.3851919259005 4447.3851919259005 0.8408363395725315 78.19777958024542 0.26760564099037126 25.422535894085268 9.781333333333366 21.0 100.0 93.0
